event_id,title,releaseyear,date,locations,funfacts,productioncompany,distributor,director,writer,actor1,actor2,actor3,sffindneighborhoods,analysisneighborhoods,currentsupervisordistricts
770,Nine Months,1995,2999-01-07T07:00:00.000Z,The Malloch Apartment Building (1360 Montgomery Street),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,18,23,3
771,Tales of the City,2019,2999-01-07T07:00:00.000Z,Montgomery and Vallejo,,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,106,23,3
772,The Wedding Planner,2001,2999-01-07T07:00:00.000Z,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",Golden Gate Park is similar in shape but 20% larger than New York's Central Park.,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,9,12,4
773,The Dead Pool,1988,2999-01-07T07:00:00.000Z,Washington Square Park (North Beach),"Washington Square Park is not actually a square, as it has 5 sides. North Beach is not a beach. The statue in the Park is Ben Franklin, not George Washington.",Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,107,6,3
774,Looking Season 2 ep 203,2015,2999-01-07T07:00:00.000Z,"Mission Rec Center, 2450 Harrison Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,53,20,2
775,Final Analysis,1992,2999-01-07T07:00:00.000Z,"Presidio, Golden Gate National Recreation Area","In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use.",Warner Bros. Pictures,Warner Bros. Pictures,Phil Joanou,Robert Berger,Richard Gere,Kim Basinger,,98,13,6
776,Looking,2014,2999-01-07T07:00:00.000Z,Market & Church St.,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,28,5,5
777,Milk,2008,2999-01-07T07:00:00.000Z,Marine Fireman's Union Headquarters,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,32,8,10
778,Chance- Season 1 ep104,2016,2999-01-07T07:00:00.000Z,200 Kansas St.,,TVM Productions,HULU,Carl Franklin,Peter Elkoff,Hugh Laurie,Gretchen Mol,Ethan Suplee,33,4,9
779,Swingin' Along,1961,2999-01-07T07:00:00.000Z,Powell Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Charles Barton,Jameson Brewer,Tommy Noonan,Barbara Eden,Peter Marshall,19,8,3
780,Time After Time,1979,2999-01-07T07:00:00.000Z,Old St. Mary's Church (660 California Street at Grant),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,104,6,3
781,Etruscan Smile,2017,2999-01-07T07:00:00.000Z,San Francisco City Hall,The museum party interiors were shot in the Historic San Francisco City Hall.,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,21,36,10
782,Cardinal X,2015,2999-01-07T07:00:00.000Z,1458 33rd Ave.,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,39,35,7
783,The Enforcer,1976,2999-01-07T07:00:00.000Z,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,,,
784,Sense8 - Season 2,2016,2999-01-07T07:00:00.000Z,"The Castro Theater, 429 Castro St.",The theater has an organ which is played before every film showing.,"Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,38,5,5
785,Venom,2018,2999-01-07T07:00:00.000Z,Hemlock Alley btwn Polk and Larkin,,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,50,21,3
786,CSI: NY- episode 903,2012,2999-01-07T07:00:00.000Z,Palace of Fine Arts,,CBS Television Studios,Columbia Broadcasting System,Vikki Williams,Anthony E. Zuiker,Gary Sinise,Sela Ward,,17,13,6
787,The Diary of a Teenage Girl,2015,2999-01-07T07:00:00.000Z,Hamburger Haven,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,5,11,4
788,Looking Season 2 ep 210,2015,2999-01-07T07:00:00.000Z,BART Station @ 16th Street & Mission Streets,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,53,20,2
789,"Murder in the First, Season 1",2014,2999-01-07T07:00:00.000Z,Joice Street at Clay Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,104,6,3
790,Ant-Man,2015,2999-01-07T07:00:00.000Z,Market between Stuart and Van Ness,Driving shots,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,21,36,10
791,Super Pumped: The Battle for Uber,2022,2999-01-07T07:00:00.000Z,Grant Avenue between O'Farrell to Geary,,Possible Productions,Showtime,"Allen Coulter, Daniel Gray Longino, John Dahl, Zetna Fuentes","Brian Koppelman & David Levien, Sarah Acosta, Stephen Schiff, Emily Hornsby, Safie M. Dirie, Beth Schacter",Joseph Gordon-Levitt,Kyle Chandler,Kerry Bishé,99,23,3
792,Basic Instinct,1992,2999-01-07T07:00:00.000Z,Raw Hide II (280 Seventh Street),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,32,34,10
793,Chance - Season 1 Pilot,2016,2999-01-07T07:00:00.000Z,"Ellis Food Center, 398 Ellis",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,20,36,10
794,Marnie,1964,2999-01-07T07:00:00.000Z,"On Board the SS President Cleveland, docked at Pier 50",,Universal Pictures,Universal Pictures,Alfred Hitchcock,Jay Presson Allen,Tippi Hedren,Sean Connery,Martin Gabel,34,4,10
795,The Matrix Resurrections,2021,2999-01-07T07:00:00.000Z,44 Montogomery,,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,108,8,3
796,Shang-Chi and the Legend of the Ten Rings,2021,2999-01-07T07:00:00.000Z,Stockton and Bush,,Freelance Restorations LLC,Disney/Marvel,Destin Daniel Cretton,"Dave Callaham, Destin Daniel Cretton, Andrew Lanham",Simu Liu,Tony Chiu-Wai Leung,Awkwafina,104,8,3
797,Freebie and the Bean,1974,2999-01-07T07:00:00.000Z,Folsom Street (SOMA),,Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,Alan Arkin,James Caan,Loretta Swit,32,8,10
798,Bitter Melon,2018,2999-01-07T07:00:00.000Z,386 4th Ave,,Bitter Melon Film LLC/Mammoth Pictures,"ABS-CBN, Gravitas Ventures",H.P. Mendoza,H.P. Mendoza,Jon Norman Schneider,Patrick Epino,Brian Rivera,5,11,4
799,Serial,1980,2999-01-07T07:00:00.000Z,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Paramount Pictures,Paramount Pictures,Bill Persky,Rich Eustis,Martin Mull,Tuesday Weld,,108,8,3
800,Summertime,2015,2999-01-07T07:00:00.000Z,20th St and Church (3885 20th St),,"Creative Monster Productions, Inc.",12 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,52,5,5
801,The Internship,2013,2999-01-07T07:00:00.000Z,Grant Ave from Sacramento to Clay,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corporation,Shawn Levy,Vince Vaughn,Vince Vaughn,Owen Wilson,Rose Byrne,99,23,3
802,Pal Joey,1957,2999-01-07T07:00:00.000Z,Barbary Coast,"The Barbary Coast was a red-light district that was largely destroyed in the 1906 earthquake. Though some of the establishments were rebuilt after the earthquake, an anti-vice campaign put the establishments out of business.",Columbia Pictures Corporation,Columbia Pictures,George Sidney,Dorothy Kingsley,Rita Hayworth,Frank Sinatra,Kim Novak,32,34,10
803,So I Married an Axe Murderer,1993,2999-01-07T07:00:00.000Z,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,,,
804,Sausalito,2000,2999-01-07T07:00:00.000Z,The Castro,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",B.O.B and Partners,,Andrew Lau,,Maggie Cheung,Leon Lai,,115,5,5
805,"Murder in the First, Season 2",2015,2999-01-07T07:00:00.000Z,1400 16th Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,33,4,9
806,Always Be My Maybe,2019,2999-01-07T07:00:00.000Z,Pier 45 - Musee Mechanique,,"Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves,99,23,3
807,What's Up Doc?,1972,2999-01-07T07:00:00.000Z,San Francisco Hilton (333 O'Farrell Street),,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbra Streisand,Ryan O'Neal,,20,36,10
808,"Murder in the First, Season 3",2016,2999-01-07T07:00:00.000Z,887 De Haro Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,54,26,9
809,Mrs. Doubtfire,1993,2999-01-07T07:00:00.000Z,516 Green Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,106,23,3
810,The Game,1997,2999-01-07T07:00:00.000Z,Merchant Exchange Building,,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,108,8,3
811,Blue Jasmine,2013,2999-01-07T07:00:00.000Z,330 Santa Clara Ave.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,116,41,8
812,Doctor Dolittle,1998,2999-01-07T07:00:00.000Z,2100 Green Street,,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,15,13,6
813,Ant-Man,2015,2999-01-07T07:00:00.000Z,Lombard at Hyde,,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,107,32,6
814,Class Action,1991,2999-01-07T07:00:00.000Z,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Interscope Communications,Twentieth Century Fox Film Corp.,Michael Apted,Carolyn Shelby,Gene Hackman,Mary Elizabeth Mastrantonio,,,,
815,Chance- Season 1 ep110,2016,2999-01-07T07:00:00.000Z,1901 Ocean Ave. at Ashton Ave.,,TVM Productions,HULU,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie,Gretchen Mol,Ethan Suplee,67,41,8
816,The Last Thing He Told Me,2023,2999-01-07T07:00:00.000Z,"168 2nd Street, Blue Bottle Coffee",,20th Television,Apple TV+,"Olivia Newman, Deniz Gamze Ergüven, Daisy Von Scherler Mayer,
Lila Neugebauer",Laura Dave,Jennifer Garner,Angourie Rice,Aisha Tyler,32,8,10
817,Chance- Season 1 ep108,2016,2999-01-07T07:00:00.000Z,Fairmont Hotel,"The Fairmont Hotel was featured in many films, including The Rock and the TV series Hotel",TVM Productions,HULU,Peter Elkoff and Victoria Morrow,Andrew Bernstein,Hugh Laurie,Gretchen Mol,Ethan Suplee,98,32,6
818,Surface,2022,2999-01-07T07:00:00.000Z,Vallejo Street between Jones and Vallejo Street Crest,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,107,21,3
819,Heart and Souls,1993,2999-01-07T07:00:00.000Z,Conservatory of Flowers (Golden Gate Park),"The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",Universal Pictures,Electric Parc,Tomas Gislason,Tomas Gislason,Jorgen Leth,,,9,12,4
820,DEVS,2020,2999-01-07T07:00:00.000Z,Leavenworth at Filbert St,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,107,32,6
821,Mother,1996,2999-01-07T07:00:00.000Z,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Paramount Pictures,Paramount Pictures,Albert Brooks,Albert Brooks,Albert Brooks,Debbie Reynolds,,16,21,3
